회사명,종목코드,업종,상장일,시장구분,yf_ticker
메타랩스,090370,봉제의복 제조업,2006-12-26,코스피,090370.KS
부광약품,003000,의약품 제조업,1988-08-05,코스피,003000.KS
부국증권,001270,금융 지원 서비스업,1988-07-19,코스피,001270.KS
부산주공,005030,자동차 신품 부품 제조업,1975-12-26,코스피,005030.KS
빙그레,005180,동·식물성 유지 및 낙농제품 제조업,1978-08-31,코스피,005180.KS
사조씨푸드,014710,수산물 가공 및 저장 처리업,2012-06-29,코스피,014710.KS
삼성FN리츠,448730,부동산 임대 및 공급업,2023-04-10,코스피,448730.KS
삼아알미늄,006110,1차 비철금속 제조업,1980-12-05,코스피,006110.KS
삼익THK,004380,일반 목적용 기계 제조업,1989-09-26,코스피,004380.KS
삼화콘덴서공업,001820,전자부품 제조업,1976-06-26,코스피,001820.KS
서연,007860,기타 금융업,1989-09-09,코스피,007860.KS
수산세보틱스,017550,특수 목적용 기계 제조업,1991-08-30,코스피,017550.KS
수산인더스트리,126720,건물설비 설치 공사업,2022-08-01,코스피,126720.KS
스타에스엠리츠,204210,부동산 임대 및 공급업,2016-09-22,코스피,204210.KS
신원,009270,봉제의복 제조업,1988-08-24,코스피,009270.KS
신일전자,002700,기계장비 및 관련 물품 도매업,1975-09-30,코스피,002700.KS
신한글로벌액티브리츠,481850,신탁업 및 집합투자업,2024-07-01,코스피,481850.KS
아남전자,008700,영상 및 음향기기 제조업,1984-08-11,코스피,008700.KS
아이마켓코리아,122900,상품 종합 도매업,2010-07-30,코스피,122900.KS
아이에스동서,010780,"시멘트, 석회, 플라스터 및 그 제품 제조업",1986-01-27,코스피,010780.KS
에스엠벡셀,010580,자동차 신품 부품 제조업,1994-12-27,코스피,010580.KS
에스원,012750,"경비, 경호 및 탐정업",1996-01-30,코스피,012750.KS
에스제이엠,123700,자동차 신품 부품 제조업,2010-05-31,코스피,123700.KS
에이리츠,140910,부동산 임대 및 공급업,2011-07-14,코스피,140910.KS
에이블씨엔씨,078520,기타 화학제품 제조업,2011-09-07,코스피,078520.KS
에코프로머티,450080,일차전지 및 이차전지 제조업,2023-11-17,코스피,450080.KS
엑시큐어하이트론,019490,영상 및 음향기기 제조업,1998-11-04,코스피,019490.KS
엔에이치엔,181710,소프트웨어 개발 및 공급업,2013-08-29,코스피,181710.KS
엠앤씨솔루션,484870,특수 목적용 기계 제조업,2024-12-16,코스피,484870.KS
영진약품,003520,의약품 제조업,1973-06-25,코스피,003520.KS
영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업",1996-07-03,코스피,006740.KS
오뚜기,007310,기타 식품 제조업,1994-08-12,코스피,007310.KS
오리온,271560,기타 식품 제조업,2017-07-07,코스피,271560.KS
웅진씽크빅,095720,초등 교육기관,2007-05-31,코스피,095720.KS
유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,코스피,000910.KS
이노션,214320,광고업,2015-07-17,코스피,214320.KS
이수화학,005950,기초 화학물질 제조업,1988-04-28,코스피,005950.KS
이엔플러스,074610,일반 목적용 기계 제조업,2003-12-23,코스피,074610.KS
제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업",2016-02-04,코스피,194370.KS
제주항공,089590,항공 여객 운송업,2015-11-06,코스피,089590.KS
진도,088790,기타 전문 도매업,2006-03-28,코스피,088790.KS
진양홀딩스,100250,플라스틱제품 제조업,2008-02-15,코스피,100250.KS
진양화학,051630,플라스틱제품 제조업,2001-01-29,코스피,051630.KS
케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-12-05,코스피,281820.KS
케이씨티시,009070,도로 화물 운송업,1978-09-29,코스피,009070.KS
케이티앤지,033780,담배 제조업,1999-10-08,코스피,033780.KS
콜마홀딩스,024720,기타 금융업,2002-04-09,코스피,024720.KS
태원물산,001420,자동차 신품 부품 제조업,1975-06-24,코스피,001420.KS
테이팩스,055490,플라스틱제품 제조업,2017-10-31,코스피,055490.KS
텔코웨어,078000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2004-07-20,코스피,078000.KS
포스코DX,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업",2024-01-02,코스피,022100.KS
포스코인터내셔널,047050,상품 중개업,2001-03-23,코스피,047050.KS
플레이그램,009810,기타 전문 도매업,1988-08-31,코스피,009810.KS
한국가스공사,036460,연료용 가스 제조 및 배관공급업,1999-12-15,코스피,036460.KS
한국수출포장공업,002200,"골판지, 종이 상자 및 종이용기 제조업",1974-06-28,코스피,002200.KS
한국토지신탁,034830,신탁업 및 집합투자업,2016-07-11,코스피,034830.KS
한미약품,128940,의약품 제조업,2010-07-30,코스피,128940.KS
한샘,009240,생활용품 도매업,2002-07-16,코스피,009240.KS
한솔로지스틱스,009180,기타 운송관련 서비스업,1989-11-13,코스피,009180.KS
한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업",2018-08-06,코스피,300720.KS
한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업",2010-12-16,코스피,130660.KS
한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업",1987-05-27,코스피,012450.KS
핸즈코퍼레이션,143210,자동차 신품 부품 제조업,2016-12-02,코스피,143210.KS
현대리바트,079430,가구 제조업,2005-11-22,코스피,079430.KS
현대모비스,012330,자동차 신품 부품 제조업,1989-09-05,코스피,012330.KS
현대지에프홀딩스,005440,기타 금융업,1989-08-22,코스피,005440.KS
현대홈쇼핑,057050,무점포 소매업,2010-09-13,코스피,057050.KS
화승인더스트리,006060,상품 종합 도매업,1991-02-04,코스피,006060.KS
화천기공,000850,특수 목적용 기계 제조업,1999-11-18,코스피,000850.KS
휴스틸,005010,1차 철강 제조업,1973-06-29,코스피,005010.KS
흥국화재,000540,보험업,1974-12-05,코스피,000540.KS
DB손해보험,005830,보험업,1973-06-28,코스피,005830.KS
DL이앤씨,375500,토목 건설업,2021-01-25,코스피,375500.KS
DN오토모티브,007340,일차전지 및 이차전지 제조업,1988-09-24,코스피,007340.KS
F&F 홀딩스,007700,기타 금융업,1984-10-04,코스피,007700.KS
HD현대에너지솔루션,322000,반도체 제조업,2019-11-19,코스피,322000.KS
KB발해인프라,415640,신탁업 및 집합투자업,2024-11-29,코스피,415640.KS
KIB플러그에너지,015590,일반 목적용 기계 제조업,1989-05-27,코스피,015590.KS
KTcs,058850,기타 정보 서비스업,2010-09-16,코스피,058850.KS
LG생활건강,051900,기타 화학제품 제조업,2001-04-25,코스피,051900.KS
LG에너지솔루션,373220,일차전지 및 이차전지 제조업,2022-01-27,코스피,373220.KS
LX세미콘,108320,반도체 제조업,2022-11-03,코스피,108320.KS
POSCO홀딩스,005490,1차 철강 제조업,1988-06-10,코스피,005490.KS
S-Oil,010950,석유 정제품 제조업,1987-05-27,코스피,010950.KS
SGC에너지,005090,전기업,1993-01-06,코스피,005090.KS
SJG세종,033530,자동차 신품 부품 제조업,2002-09-25,코스피,033530.KS
SK스퀘어,402340,기타 금융업,2021-11-29,코스피,402340.KS
SK아이이테크놀로지,361610,일차전지 및 이차전지 제조업,2021-05-11,코스피,361610.KS
SK이노베이션,096770,석유 정제품 제조업,2007-07-25,코스피,096770.KS
SNT모티브,064960,자동차 신품 부품 제조업,2002-03-11,코스피,064960.KS
STX엔진,077970,일반 목적용 기계 제조업,2004-05-10,코스피,077970.KS
TYM,002900,특수 목적용 기계 제조업,1973-06-26,코스피,002900.KS
경인전자,009140,전자부품 제조업,1989-06-20,코스피,009140.KS
계룡건설산업,013580,토목 건설업,1996-01-30,코스피,013580.KS
광동제약,009290,의약품 제조업,1989-11-17,코스피,009290.KS
교촌에프앤비,339770,음·식료품 및 담배 도매업,2020-11-12,코스피,339770.KS
국도화학,007690,기초 화학물질 제조업,1989-08-05,코스피,007690.KS
극동유화,014530,석유 정제품 제조업,1991-01-31,코스피,014530.KS
깨끗한나라,004540,"펄프, 종이 및 판지 제조업",1975-06-25,코스피,004540.KS
넥스틸,092790,1차 철강 제조업,2023-08-21,코스피,092790.KS
농심홀딩스,072710,기타 금융업,2003-07-30,코스피,072710.KS
대구백화점,006370,종합 소매업,1988-10-10,코스피,006370.KS
대림통상,006570,기타 금속 가공제품 제조업,1975-11-20,코스피,006570.KS
대상홀딩스,084690,기타 금융업,2005-08-17,코스피,084690.KS
대우건설,047040,건물 건설업,2001-03-23,코스피,047040.KS
대창,012800,1차 비철금속 제조업,1989-12-05,코스피,012800.KS
대한제강,084010,1차 철강 제조업,2005-10-31,코스피,084010.KS
동국제강,460860,1차 철강 제조업,2023-06-16,코스피,460860.KS
동원수산,030720,어로 어업,1996-11-22,코스피,030720.KS
롯데렌탈,089860,운송장비 임대업,2021-08-19,코스피,089860.KS
롯데리츠,330590,부동산 임대 및 공급업,2019-10-30,코스피,330590.KS
롯데정밀화학,004000,기초 화학물질 제조업,1976-04-15,코스피,004000.KS
마스턴프리미어리츠,357430,부동산 임대 및 공급업,2022-05-31,코스피,357430.KS
명문제약,017180,의약품 제조업,2008-07-10,코스피,017180.KS
모토닉,009680,자동차 신품 부품 제조업,1994-01-14,코스피,009680.KS
문배철강,008420,1차 철강 제조업,1994-11-05,코스피,008420.KS
방림,003610,직물직조 및 직물제품 제조업,1989-05-30,코스피,003610.KS
비에이치,090460,전자부품 제조업,2023-06-20,코스피,090460.KS
삼성증권,016360,금융 지원 서비스업,1988-03-28,코스피,016360.KS
삼화전기,009470,전자부품 제조업,1986-11-24,코스피,009470.KS
새론오토모티브,075180,자동차 신품 부품 제조업,2005-10-21,코스피,075180.KS
세아제강지주,003030,기타 금융업,1969-05-13,코스피,003030.KS
솔루스첨단소재,336370,전자부품 제조업,2019-10-18,코스피,336370.KS
솔루엠,248070,전자부품 제조업,2021-02-02,코스피,248070.KS
송원산업,004430,기타 화학제품 제조업,1977-06-25,코스피,004430.KS
신대양제지,016590,"골판지, 종이 상자 및 종이용기 제조업",1995-12-21,코스피,016590.KS
신송홀딩스,006880,산업용 농·축산물 및 동·식물 도매업,2013-11-21,코스피,006880.KS
신영와코루,005800,봉제의복 제조업,1976-12-28,코스피,005800.KS
신흥,004080,기계장비 및 관련 물품 도매업,1991-02-08,코스피,004080.KS
쌍방울,102280,봉제의복 제조업,2008-06-10,코스피,102280.KS
아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업",2013-11-06,코스피,183190.KS
에넥스,011090,가구 제조업,1995-07-08,코스피,011090.KS
에스엘,005850,자동차 신품 부품 제조업,1988-11-08,코스피,005850.KS
엘앤에프,066970,일차전지 및 이차전지 제조업,2024-01-29,코스피,066970.KS
영풍,000670,1차 비철금속 제조업,1976-06-12,코스피,000670.KS
우성,006980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,코스피,006980.KS
우진아이엔에스,010400,건물설비 설치 공사업,2018-09-14,코스피,010400.KS
우진플라임,049800,특수 목적용 기계 제조업,2006-05-24,코스피,049800.KS
유나이티드,033270,의약품 제조업,2007-10-23,코스피,033270.KS
유니드,014830,기초 화학물질 제조업,2004-12-03,코스피,014830.KS
유니온머티리얼,047400,"내화, 비내화 요업제품 제조업",2009-09-29,코스피,047400.KS
유유제약,000220,의약품 제조업,1975-11-18,코스피,000220.KS
유한양행,000100,의약품 제조업,1962-11-01,코스피,000100.KS
이연제약,102460,의약품 제조업,2010-06-10,코스피,102460.KS
일양약품,007570,의약품 제조업,1974-08-28,코스피,007570.KS
제이알글로벌리츠,348950,부동산 임대 및 공급업,2020-08-07,코스피,348950.KS
제일약품,271980,의약품 제조업,2017-07-17,코스피,271980.KS
조광페인트,004910,기타 화학제품 제조업,1976-12-27,코스피,004910.KS
조선내화,462520,"내화, 비내화 요업제품 제조업",2023-07-28,코스피,462520.KS
진양산업,003780,플라스틱제품 제조업,1973-06-26,코스피,003780.KS
진흥기업,002780,토목 건설업,1977-06-25,코스피,002780.KS
케이씨,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1997-11-25,코스피,029460.KS
케이씨씨글라스,344820,유리 및 유리제품 제조업,2020-01-21,코스피,344820.KS
코스모신소재,005070,기타 화학제품 제조업,1987-09-28,코스피,005070.KS
코아스,071950,가구 제조업,2005-08-04,코스피,071950.KS
코웨이,021240,그외 기타 개인 서비스업,2001-08-07,코스피,021240.KS
파라다이스,034230,유원지 및 기타 오락관련 서비스업,2024-06-24,코스피,034230.KS
팬오션,028670,해상 운송업,2007-09-21,코스피,028670.KS
퍼스텍,010820,무기 및 총포탄 제조업,1989-05-10,코스피,010820.KS
하이스틸,071090,1차 철강 제조업,2003-02-17,코스피,071090.KS
한국앤컴퍼니,000240,기타 금융업,1968-12-27,코스피,000240.KS
한미반도체,042700,특수 목적용 기계 제조업,2005-07-22,코스피,042700.KS
한섬,020000,봉제의복 제조업,1996-07-03,코스피,020000.KS
한세실업,105630,봉제의복 제조업,2009-03-20,코스피,105630.KS
한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업",2011-06-21,코스피,069640.KS
한솔테크닉스,004710,전자부품 제조업,1988-07-06,코스피,004710.KS
한솔홈데코,025750,제재 및 목재 가공업,2003-11-04,코스피,025750.KS
한양증권,001750,금융 지원 서비스업,1988-03-04,코스피,001750.KS
한익스프레스,014130,도로 화물 운송업,1989-07-25,코스피,014130.KS
한진,002320,도로 화물 운송업,1974-08-12,코스피,002320.KS
한화생명,088350,보험업,2010-03-17,코스피,088350.KS
현대위아,011210,자동차 신품 부품 제조업,2011-02-21,코스피,011210.KS
현대제철,004020,1차 철강 제조업,1987-05-23,코스피,004020.KS
현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,2015-10-23,코스피,227840.KS
화승코퍼레이션,013520,자동차 신품 부품 제조업,1991-02-22,코스피,013520.KS
화인베스틸,133820,1차 철강 제조업,2014-07-22,코스피,133820.KS
휴니드테크놀러지스,005870,통신 및 방송 장비 제조업,1991-09-03,코스피,005870.KS
휴비스,079980,화학섬유 제조업,2012-02-23,코스피,079980.KS
AJ네트웍스,095570,산업용 기계 및 장비 임대업,2015-08-21,코스피,095570.KS
BGF,027410,기타 금융업,2014-05-19,코스피,027410.KS
DSR,155660,1차 비철금속 제조업,2013-05-15,코스피,155660.KS
DS단석,017860,기타 화학제품 제조업,2023-12-22,코스피,017860.KS
HL D&I,014790,토목 건설업,1994-08-12,코스피,014790.KS
INVENI,015360,회사 본부 및 경영 컨설팅 서비스업,1996-12-24,코스피,015360.KS
JW생명과학,234080,의약품 제조업,2016-10-27,코스피,234080.KS
KB스타리츠,432320,부동산 임대 및 공급업,2022-10-06,코스피,432320.KS
KG스틸,016380,1차 철강 제조업,1986-02-03,코스피,016380.KS
KPX케미칼,025000,기초 화학물질 제조업,1994-12-27,코스피,025000.KS
KPX홀딩스,092230,기초 화학물질 제조업,2006-10-12,코스피,092230.KS
